"Dirección","Tipo de contenido","Código de respuesta","Respuesta","Longitud del título 1","Longitud de la meta description 1","Longitud de H1-1","Longitud de H1-2","Longitud de H2-1","Longitud de H2-2","Recuento de palabras","Número de oraciones","Media de palabras por oración","Puntuación de facilidad de lectura de Flesch","Lectura","Nivel de profundidad","Enlaces internos","Coincidencia de similitud más cercana","Tiempo de respuesta"
"https://madridsecreto.co/cajon-desastre/beber-malibu-y-otras-cosas-que-hacias-cuando-empezaste-a-beber","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","7","1","","0,155"
"https://madridsecreto.co/cajon-desastre/como-ligarse-a-una-madrilena","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","4","2","","0,167"
"https://madridsecreto.co/cajon-desastre/como-pasarias-tu-ultimo-dia-de-vida-en-madrid-nosotros-te-lo-planeamos","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","7","1","","0,160"
"https://madridsecreto.co/cajon-desastre/cosas-que-estas-cansado-de-escuchar-si-eres-madrileno","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","10","1","","0,156"
"https://madridsecreto.co/cajon-desastre/cosas-que-los-extranjeros-aman-de-madrid","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","5","1","","0,141"
"https://madridsecreto.co/cajon-desastre/cosas-que-solo-pasan-en-el-metro-de-madrid","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","5","1","","0,148"
"https://madridsecreto.co/cajon-desastre/eres-de-madrid-y-lo-sabes-cuando","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","9","1","","0,215"
"https://madridsecreto.co/cajon-desastre/fauna-de-gimnasios-a-que-raza-perteneces","text/html; charset=UTF-8","404","Not Found","0","0","0","0","0","0","0","","","","","5","1","","0,449"
"https://madridsecreto.co/cajon-desastre/frigopie-fantasmikos-draculacual-es-el-mejor-helado-de-nuestra-infancia","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","6","2","","0,172"
"https://madridsecreto.co/cajon-desastre/guia-de-planes-en-madrid-para-veinteaneros","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","4","1","","0,276"
"https://madridsecreto.co/cajon-desastre/las-10-preguntas-que-nos-hacemos-cuando-viajamos-en-el-metro-de-madrid","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","7","1","","0,243"
"https://madridsecreto.co/cajon-desastre/las-series-de-nuestra-infancia-volumen-1","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","6","1","","0,281"
"https://madridsecreto.co/cajon-desastre/los-10-lugares-mas-fotografiados-de-madrid","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","8","1","","0,274"
"https://madridsecreto.co/cajon-desastre/los-heavys-de-gran-via-y-otros-personajes-curiosos-de-madrid","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","6","4","","0,178"
"https://madridsecreto.co/cajon-desastre/no-todo-va-a-ser-comer-los-mejores-parques-para-hacer-running-en-madrid","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","5","3","","0,143"
"https://madridsecreto.co/cajon-desastre/oda-a-los-barrios-de-madrid-parte-i","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","5","1","","0,150"
"https://madridsecreto.co/cajon-desastre/pareja-en-madrid-2","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","7","1","","0,149"
"https://madridsecreto.co/cajon-desastre/secretos-de-madrid","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","6","3","","0,139"
"https://madridsecreto.co/cajon-desastre/soy-viejoven-para-hacer-esto","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","4","5","","0,198"
"https://madridsecreto.co/cajon-desastre/te-casaste-la-cagaste-las-mejores-despedidas-de-soltera-se-celebran-en-madrid","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","6","1","","0,143"
"https://madridsecreto.co/cajon-desastre/te-mudas-los-mejores-barrios-para-vivir-en-madrid","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","8","1","","0,153"
"https://madridsecreto.co/cajon-desastre/una-margarita-de-12-kg-y-otras-cosas-que-hay-en-el-estanque-del-retiro","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","6","4","","0,154"
"https://madridsecreto.co/cajon-desastre/vivo-bajo-tierra-y-me-encanta","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","6","2","","0,474"
"https://madridsecreto.co/calaveras-gigantes-en-el-retiro/","text/html; charset=UTF-8","200","OK","99","135","99","0","34","0","605","74","8,176","47,375","Difícil","6","6","","0,370"
"https://madridsecreto.co/calcotada-club-de-tiro-el-pardo/","text/html; charset=UTF-8","200","OK","80","152","63","0","78","0","512","66","7,758","51,737","Bastante difícil","3","7","","0,585"
"https://madridsecreto.co/calculadora-covid-madrid/","text/html; charset=UTF-8","200","OK","105","144","88","0","0","0","404","57","7,088","43,215","Difícil","39","4","","0,625"
"https://madridsecreto.co/calculadora-vacuna/","text/html; charset=UTF-8","200","OK","83","154","66","0","0","0","344","49","7,020","49,200","Difícil","46","4","","0,562"
"https://madridsecreto.co/caleido-altura/","text/html; charset=UTF-8","200","OK","82","151","65","0","0","0","323","45","7,178","60,208","Normal","6","5","","0,447"
"https://madridsecreto.co/calendario-laboral-2023/","text/html; charset=UTF-8","200","OK","53","121","36","0","31","0","484","65","7,446","72,028","Bastante fácil","3","11","","0,563"
"https://madridsecreto.co/calendario-laboral-madrid-2022/","text/html; charset=UTF-8","200","OK","96","147","79","0","0","0","435","64","6,797","53,685","Bastante difícil","4","9","","0,478"
"https://madridsecreto.co/calendario-laboral-madrid/","text/html; charset=UTF-8","200","OK","59","130","63","0","0","0","615","76","8,092","78,118","Bastante fácil","22","5","","0,540"
"https://madridsecreto.co/calima-y-lluvia-de-barro-espana/","text/html; charset=UTF-8","200","OK","76","149","59","0","28","18","602","86","7,000","55,966","Bastante difícil","5","5","","0,639"
"https://madridsecreto.co/call-me-by-your-name-villa-a-la-venta/","text/html; charset=UTF-8","200","OK","79","148","62","0","0","0","439","60","7,317","63,933","Normal","59","4","","0,571"
"https://madridsecreto.co/callao-abandonaria-fnac/","text/html; charset=UTF-8","200","OK","71","116","54","0","28","0","432","63","6,857","48,692","Difícil","14","4","","0,498"
"https://madridsecreto.co/callao-aplausos-coronavirus/","text/html; charset=UTF-8","200","OK","88","152","71","0","0","0","389","52","7,481","52,877","Bastante difícil","17","4","","0,417"
"https://madridsecreto.co/callao-city-arts-video-arte-se-proyectara-pleno-centro/","text/html; charset=UTF-8","200","OK","84","146","67","0","0","0","401","53","7,566","60,546","Normal","11","4","","0,457"
"https://madridsecreto.co/calle-arte-lavapies/","text/html; charset=UTF-8","200","OK","73","153","56","0","0","0","455","80","5,688","59,380","Bastante difícil","4","6","","0,532"
"https://madridsecreto.co/calle-de-salsipuedes-y-otras-calles-curiosas-de-madrid/","text/html; charset=UTF-8","200","OK","69","145","69","0","0","0","838","119","7,042","55,221","Bastante difícil","4","4","","0,520"
"https://madridsecreto.co/calle-lavapies/","text/html; charset=UTF-8","200","OK","79","153","62","0","0","0","419","72","5,819","55,352","Bastante difícil","10","4","","0,062"
"https://madridsecreto.co/calle-ponzano-madrid/","text/html; charset=UTF-8","200","OK","72","107","72","0","10","7","1927","272","7,085","57,971","Bastante difícil","3","14","","0,425"
"https://madridsecreto.co/callejon-madriagon/","text/html; charset=UTF-8","200","OK","105","154","88","0","0","0","316","41","7,707","60,332","Normal","4","11","","0,481"
"https://madridsecreto.co/calles-centro-madrid-aforo-cortes-navidad/","text/html; charset=UTF-8","200","OK","93","152","76","0","0","0","366","47","7,787","50,303","Bastante difícil","6","4","","0,399"
"https://madridsecreto.co/calles-de-malasana/","text/html; charset=UTF-8","200","OK","86","156","69","0","0","0","446","59","7,559","63,157","Normal","4","4","","0,416"
"https://madridsecreto.co/calles-peatonales-findes/","text/html; charset=UTF-8","200","OK","73","150","56","0","0","0","337","47","7,170","46,424","Difícil","6","5","","0,530"
"https://madridsecreto.co/calles-peatonales-paseos-cuarentena/","text/html; charset=UTF-8","200","OK","98","154","81","0","0","0","375","51","7,353","53,860","Bastante difícil","11","5","","0,558"
"https://madridsecreto.co/calor-madrid/","text/html; charset=UTF-8","200","OK","63","154","46","0","0","0","275","42","6,548","58,369","Bastante difícil","26","4","","0,645"
"https://madridsecreto.co/caluana/","text/html; charset=UTF-8","200","OK","71","148","54","0","15","16","742","105","7,067","50,529","Bastante difícil","3","7","","0,055"
"https://madridsecreto.co/camaras-en-directo-madrid/","text/html; charset=UTF-8","200","OK","91","148","74","0","0","0","492","64","7,688","51,326","Bastante difícil","17","4","","0,658"
"https://madridsecreto.co/camarero-robot/","text/html; charset=UTF-8","200","OK","66","153","49","0","0","0","430","60","7,167","60,463","Normal","6","7","","0,407"
"https://madridsecreto.co/cambia-las-palomitas-por-las-pipas-cines-de-verano-en-madrid/","text/html; charset=UTF-8","200","OK","78","149","61","0","0","0","599","90","6,656","70,849","Bastante fácil","4","7","","0,535"
"https://madridsecreto.co/cambio-cita-vacuna-por-vacaciones/","text/html; charset=UTF-8","200","OK","82","154","65","0","0","0","367","50","7,340","50,931","Bastante difícil","9","4","","0,515"
"https://madridsecreto.co/cambio-guardia-palacio-real/","text/html; charset=UTF-8","200","OK","78","153","61","0","17","0","449","61","7,361","53,905","Bastante difícil","4","9","","0,486"
"https://madridsecreto.co/cambios-estado-de-alarma/","text/html; charset=UTF-8","200","OK","93","151","76","0","0","0","381","53","7,189","50,545","Bastante difícil","18","4","","0,475"
"https://madridsecreto.co/cambios-nombre-metro-madrid/","text/html; charset=UTF-8","200","OK","104","149","87","0","0","0","935","114","8,202","70,117","Bastante fácil","6","4","","0,622"
"https://madridsecreto.co/cambios-nueva-ley-de-trafico/","text/html; charset=UTF-8","200","OK","92","149","75","0","15","0","700","94","7,447","48,205","Difícil","6","7","","0,569"
"https://madridsecreto.co/cambios-plaza-mayor/","text/html; charset=UTF-8","200","OK","130","152","113","0","51","14","582","69","8,435","47,098","Difícil","5","5","","0,483"
"https://madridsecreto.co/camerino-cocktail-bar/","text/html; charset=UTF-8","200","OK","60","147","43","0","17","11","868","119","7,294","58,886","Bastante difícil","4","5","","0,608"
"https://madridsecreto.co/camino-malasana/","text/html; charset=UTF-8","200","OK","79","152","62","0","0","0","426","58","7,345","53,812","Bastante difícil","23","4","","0,454"
"https://madridsecreto.co/campamento-harry-potter-llega-madrid/","text/html; charset=UTF-8","200","OK","61","152","44","0","0","0","389","50","7,780","63,448","Normal","17","4","","0,649"
"https://madridsecreto.co/campamentos-edae/","text/html; charset=UTF-8","200","OK","94","153","77","0","0","0","775","104","7,452","47,755","Difícil","15","8","","0,417"
"https://madridsecreto.co/campana-peligro-rebrote/","text/html; charset=UTF-8","200","OK","87","152","70","0","0","0","274","37","7,405","57,598","Bastante difícil","53","4","","0,575"
"https://madridsecreto.co/campanadas-aforo-reducido/","text/html; charset=UTF-8","200","OK","90","153","73","0","24","25","559","77","7,260","52,211","Bastante difícil","3","6","","0,525"
"https://madridsecreto.co/campanadas-madrid/","text/html; charset=UTF-8","200","OK","66","132","66","0","17","29","650","74","8,784","64,382","Normal","4","4","","0,526"
"https://madridsecreto.co/campanadas-nochevieja-malasana/","text/html; charset=UTF-8","200","OK","69","149","52","0","0","0","437","61","7,164","58,822","Bastante difícil","16","6","","0,547"
"https://madridsecreto.co/campari-te-trae-version-del-club-privado-una-antigua-iglesia/","text/html; charset=UTF-8","200","OK","77","150","60","0","0","0","486","65","7,477","50,413","Bastante difícil","10","4","","0,572"
"https://madridsecreto.co/campeonato-open-mma-copa-wow-espana/","text/html; charset=UTF-8","200","OK","67","138","89","0","30","0","639","75","8,520","60,629","Normal","4","4","","0,554"
"https://madridsecreto.co/campeonato-wow-madrid/","text/html; charset=UTF-8","200","OK","74","148","57","0","0","0","516","62","8,323","57,224","Bastante difícil","4","5","","0,592"
"https://madridsecreto.co/camping-conil/","text/html; charset=UTF-8","200","OK","97","144","80","0","40","33","670","86","7,791","47,531","Difícil","3","6","","0,610"
"https://madridsecreto.co/campo-golf-del-canal-isabel-ii-sera-demolido/","text/html; charset=UTF-8","200","OK","70","142","53","0","0","0","351","44","7,977","48,820","Difícil","7","6","","0,437"
"https://madridsecreto.co/campos-lavanda-brihuega/","text/html; charset=UTF-8","200","OK","58","120","58","0","57","0","612","76","8,053","59,320","Bastante difícil","3","8","","0,477"
"https://madridsecreto.co/campus-nebrija/","text/html; charset=UTF-8","200","OK","104","149","87","0","0","0","893","118","7,568","29,291","Muy difícil","5","6","","0,549"
"https://madridsecreto.co/canadiense-unico-restaurante-madrid-saborear-la-gastronomia-canada/","text/html; charset=UTF-8","200","OK","106","154","89","0","0","0","644","80","8,050","62,437","Normal","13","4","","0,387"
"https://madridsecreto.co/canalejas-nuevo-teatro/","text/html; charset=UTF-8","200","OK","88","150","71","0","16","0","473","65","7,277","52,427","Bastante difícil","4","9","","0,650"
"https://madridsecreto.co/canales-cocina-youtube/","text/html; charset=UTF-8","200","OK","69","147","52","0","0","0","826","97","8,515","59,411","Bastante difícil","44","4","","0,617"
"https://madridsecreto.co/cancelado-festival-reggaeton/","text/html; charset=UTF-8","200","OK","89","140","72","0","26","0","484","70","6,914","50,718","Bastante difícil","6","5","","0,507"
"https://madridsecreto.co/cancelado-maraton/","text/html; charset=UTF-8","200","OK","55","154","38","0","0","0","332","43","7,721","56,299","Bastante difícil","60","4","","0,570"
"https://madridsecreto.co/cancelado-tren-fresa/","text/html; charset=UTF-8","200","OK","70","154","53","0","0","0","351","42","8,357","64,342","Normal","58","4","","0,413"
"https://madridsecreto.co/canciones-anime-hotel-wellington/","text/html; charset=UTF-8","200","OK","74","153","57","0","0","0","439","72","6,097","53,993","Bastante difícil","13","4","","0,612"
"https://madridsecreto.co/canciones-madrid/","text/html; charset=UTF-8","200","OK","86","149","69","0","0","0","881","125","7,048","66,203","Normal","3","5","","0,634"
"https://madridsecreto.co/candidatos-benidorm-fest-2023/","text/html; charset=UTF-8","200","OK","88","117","71","0","0","0","369","48","7,688","51,154","Bastante difícil","4","4","","0,621"
"https://madridsecreto.co/candidatos-mejor-fabada/","text/html; charset=UTF-8","200","OK","81","152","64","0","0","0","322","47","6,851","47,496","Difícil","19","6","","0,585"
"https://madridsecreto.co/candidatura-unesco-madrid/","text/html; charset=UTF-8","200","OK","94","143","77","0","0","0","564","72","7,833","43,634","Difícil","4","10","","0,434"
"https://madridsecreto.co/candlelight-acnur/","text/html; charset=UTF-8","200","OK","80","154","63","0","64","0","843","112","7,527","49,464","Difícil","5","4","","0,395"
"https://madridsecreto.co/candlelight-alhajas-bso/","text/html; charset=UTF-8","200","OK","74","149","57","0","0","0","407","54","7,537","59,086","Bastante difícil","22","6","","0,569"
"https://madridsecreto.co/candlelight-alice-wonder-marbella/","text/html; charset=UTF-8","200","OK","77","159","77","0","0","0","608","90","6,756","53,459","Bastante difícil","5","4","","0,490"
"https://madridsecreto.co/candlelight-anime-madrid/","text/html; charset=UTF-8","200","OK","96","153","79","0","0","0","464","71","6,535","55,981","Bastante difícil","14","4","","0,456"
"https://madridsecreto.co/candlelight-ateneo-jazz/","text/html; charset=UTF-8","200","OK","78","152","61","0","0","0","480","61","7,869","51,151","Bastante difícil","5","4","","0,424"
"https://madridsecreto.co/candlelight-bach-y-the-beatles/","text/html; charset=UTF-8","200","OK","69","149","52","0","0","0","437","72","6,069","76,388","Bastante fácil","7","4","","0,540"
"https://madridsecreto.co/candlelight-bach/","text/html; charset=UTF-8","200","OK","73","148","56","0","0","0","389","54","7,204","46,417","Difícil","16","6","","0,505"
"https://madridsecreto.co/candlelight-bandas-sonoras-clasicas/","text/html; charset=UTF-8","200","OK","81","154","64","0","0","0","495","69","7,174","55,990","Bastante difícil","7","4","","0,457"
"https://madridsecreto.co/candlelight-bandas-sonoras-magicas-madrid/","text/html; charset=UTF-8","200","OK","76","153","59","0","0","0","393","60","6,550","55,312","Bastante difícil","24","4","","0,560"
"https://madridsecreto.co/candlelight-bandas-sonoras-viento/","text/html; charset=UTF-8","200","OK","93","153","76","0","0","0","427","76","5,618","63,831","Normal","6","6","","0,406"
"https://madridsecreto.co/candlelight-bandas-sonoras/","text/html; charset=UTF-8","200","OK","57","138","40","0","0","0","400","72","5,556","66,259","Normal","15","4","","0,525"
"https://madridsecreto.co/candlelight-beethoven/","text/html; charset=UTF-8","200","OK","82","152","65","0","0","0","465","61","7,623","59,553","Bastante difícil","37","4","","0,471"
"https://madridsecreto.co/candlelight-benidorm/","text/html; charset=UTF-8","200","OK","58","141","58","0","0","0","607","81","7,494","65,430","Normal","5","4","","0,495"
"https://madridsecreto.co/candlelight-by-campari-bandas-sonoras/","text/html; charset=UTF-8","200","OK","94","151","77","0","0","0","486","62","7,839","53,005","Bastante difícil","15","6","","0,489"
"https://madridsecreto.co/candlelight-by-campari-tonic-palacio-neptuno/","text/html; charset=UTF-8","200","OK","97","139","80","0","0","0","473","67","7,060","51,396","Bastante difícil","6","6","","0,586"
"https://madridsecreto.co/candlelight-cadiz-queen/","text/html; charset=UTF-8","200","OK","100","137","83","0","21","0","762","101","7,545","68,613","Normal","5","4","","0,457"
"https://madridsecreto.co/candlelight-campari-neptuno/","text/html; charset=UTF-8","200","OK","74","126","73","0","38","0","562","69","8,145","50,292","Bastante difícil","4","7","","0,453"
"https://madridsecreto.co/candlelight-campari-open-air-madrid/","text/html; charset=UTF-8","200","OK","85","143","68","0","0","0","485","60","8,083","51,583","Bastante difícil","5","6","","0,434"
"https://madridsecreto.co/candlelight-campari-tierno-galvan/","text/html; charset=UTF-8","200","OK","54","134","81","0","0","0","819","99","8,273","58,368","Bastante difícil","5","4","","0,466"
"https://madridsecreto.co/candlelight-clasicos-de-hollywood/","text/html; charset=UTF-8","200","OK","77","154","60","0","0","0","509","71","7,169","58,281","Bastante difícil","11","4","","0,536"
"https://madridsecreto.co/candlelight-coldplay-madrid/","text/html; charset=UTF-8","200","OK","60","134","60","0","0","0","478","66","7,242","60,726","Normal","3","4","","0,521"
"https://madridsecreto.co/candlelight-coldplay-open-air/","text/html; charset=UTF-8","200","OK","90","149","73","0","0","0","360","47","7,660","59,706","Bastante difícil","4","4","","0,452"
"https://madridsecreto.co/candlelight-compositores-espanoles/","text/html; charset=UTF-8","200","OK","106","144","89","0","0","0","419","59","7,102","44,762","Difícil","17","6","","0,560"
"https://madridsecreto.co/candlelight-con-campari-tonic-2022/","text/html; charset=UTF-8","200","OK","112","145","95","0","0","0","906","104","8,712","49,616","Difícil","5","4","","0,506"
"https://madridsecreto.co/candlelight-costa-verano/","text/html; charset=UTF-8","200","OK","64","134","93","0","46","66","638","82","7,780","63,286","Normal","5","4","","0,462"
"https://madridsecreto.co/candlelight-cuatro-estaciones-vivaldi/","text/html; charset=UTF-8","200","OK","78","139","113","0","65","0","538","78","6,897","50,762","Bastante difícil","5","4","","0,528"
"https://madridsecreto.co/candlelight-cuestionario-entradas/","text/html; charset=UTF-8","200","OK","64","134","99","0","0","0","458","70","6,543","50,943","Bastante difícil","5","4","","0,480"
"https://madridsecreto.co/candlelight-daft-punk/","text/html; charset=UTF-8","200","OK","97","144","80","0","0","0","537","78","6,885","63,888","Normal","15","4","","0,530"
"https://madridsecreto.co/candlelight-dua-lipa-madrid/","text/html; charset=UTF-8","200","OK","68","243","51","0","19","0","461","72","6,403","62,517","Normal","5","4","","0,447"
"https://madridsecreto.co/candlelight-ed-sheeran-madrid/","text/html; charset=UTF-8","200","OK","77","154","60","0","0","0","566","79","7,165","56,819","Bastante difícil","6","4","","0,493"
"https://madridsecreto.co/candlelight-ed-sheeran/","text/html; charset=UTF-8","200","OK","68","152","51","0","19","0","484","76","6,368","59,488","Bastante difícil","7","4","","0,568"
"https://madridsecreto.co/candlelight-elton-john/","text/html; charset=UTF-8","200","OK","66","343","49","0","19","0","497","71","7,000","63,383","Normal","5","4","","0,587"
"https://madridsecreto.co/candlelight-four-seasons/","text/html; charset=UTF-8","200","OK","70","136","86","0","65","0","717","97","7,392","63,524","Normal","5","4","","0,547"
"https://madridsecreto.co/candlelight-gala-ballet-gran-teatro-caixabank-principe-pio/","text/html; charset=UTF-8","200","OK","77","131","111","0","106","61","728","111","6,559","64,098","Normal","5","4","","0,572"
"https://madridsecreto.co/candlelight-gospel/","text/html; charset=UTF-8","200","OK","74","109","74","0","0","0","587","83","7,072","53,804","Bastante difícil","6","4","","0,542"
"https://madridsecreto.co/candlelight-halloween/","text/html; charset=UTF-8","200","OK","73","134","73","0","20","50","613","78","7,859","62,918","Normal","3","4","","0,416"
"https://madridsecreto.co/candlelight-hans-zimmer-ateneo/","text/html; charset=UTF-8","200","OK","63","108","78","0","0","0","494","71","6,958","64,824","Normal","4","4","","0,483"
"https://madridsecreto.co/candlelight-hans-zimmer/","text/html; charset=UTF-8","200","OK","86","146","69","0","0","0","474","73","6,493","61,208","Normal","7","4","","0,060"
"https://madridsecreto.co/candlelight-harold-lopez-nussa/","text/html; charset=UTF-8","200","OK","82","151","65","0","0","0","482","59","8,169","55,495","Bastante difícil","10","4","","0,613"
"https://madridsecreto.co/candlelight-indie-ateneo/","text/html; charset=UTF-8","200","OK","69","146","87","0","42","38","742","101","7,347","68,374","Normal","4","4","","0,572"
"https://madridsecreto.co/candlelight-jazz-ateneo/","text/html; charset=UTF-8","200","OK","99","152","82","0","0","0","521","62","8,403","59,958","Bastante difícil","18","4","","0,381"
"https://madridsecreto.co/candlelight-jazz-clasico-madrid/","text/html; charset=UTF-8","200","OK","82","152","65","0","0","0","379","57","6,649","67,717","Normal","22","4","","0,452"
"https://madridsecreto.co/candlelight-jazz-madrid/","text/html; charset=UTF-8","200","OK","90","153","73","0","0","0","427","58","7,362","63,051","Normal","7","4","","0,387"
"https://madridsecreto.co/candlelight-la-traviata/","text/html; charset=UTF-8","200","OK","94","138","77","0","0","0","593","85","6,976","50,384","Bastante difícil","4","4","","0,410"
"https://madridsecreto.co/candlelight-live-premium-chopin/","text/html; charset=UTF-8","200","OK","103","152","86","0","0","0","460","63","7,302","49,351","Difícil","21","6","","0,366"
"https://madridsecreto.co/candlelight-live-premium-ludovico-einaudi/","text/html; charset=UTF-8","200","OK","94","151","77","0","20","0","483","66","7,318","46,146","Difícil","20","7","","0,549"
"https://madridsecreto.co/candlelight-live-premium/","text/html; charset=UTF-8","200","OK","101","154","84","0","0","0","488","63","7,746","53,350","Bastante difícil","25","6","","0,458"
"https://madridsecreto.co/candlelight-live/","text/html; charset=UTF-8","200","OK","96","153","79","0","0","0","425","60","7,083","51,745","Bastante difícil","27","6","","0,547"
"https://madridsecreto.co/candlelight-los-chicos-del-coro/","text/html; charset=UTF-8","200","OK","82","149","65","0","0","0","483","68","7,103","63,355","Normal","7","4","","0,561"
"https://madridsecreto.co/candlelight-louis-armstrong-madrid/","text/html; charset=UTF-8","200","OK","72","151","55","0","0","0","553","77","7,182","61,707","Normal","6","4","","0,524"
"https://madridsecreto.co/candlelight-ludovico-einaudi-four-seasons/","text/html; charset=UTF-8","200","OK","90","137","100","0","63","64","556","90","6,178","54,797","Bastante difícil","3","4","","0,448"
"https://madridsecreto.co/candlelight-ludovico-einaudi/","text/html; charset=UTF-8","200","OK","59","134","75","0","0","0","556","76","7,316","49,534","Difícil","3","4","","0,532"
"https://madridsecreto.co/candlelight-luis-miguel/","text/html; charset=UTF-8","200","OK","81","122","103","0","76","0","694","97","7,155","66,334","Normal","4","4","","0,052"
"https://madridsecreto.co/candlelight-madrid-abba/","text/html; charset=UTF-8","200","OK","72","152","55","0","0","0","539","72","7,486","58,289","Bastante difícil","5","4","","0,521"
"https://madridsecreto.co/candlelight-madrid-guitarra-espanola/","text/html; charset=UTF-8","200","OK","78","151","61","0","35","0","620","83","7,470","50,384","Bastante difícil","5","4","","0,546"
"https://madridsecreto.co/candlelight-marbella-queen/","text/html; charset=UTF-8","200","OK","61","134","61","0","0","0","617","81","7,617","54,996","Bastante difícil","5","4","","0,410"
"https://madridsecreto.co/candlelight-marbella-resort/","text/html; charset=UTF-8","200","OK","73","119","90","0","0","0","431","67","6,433","59,960","Bastante difícil","6","4","","0,448"
"https://madridsecreto.co/candlelight-marbella-zimmer/","text/html; charset=UTF-8","200","OK","52","113","47","0","0","0","693","95","7,295","55,013","Bastante difícil","4","4","","0,508"
"https://madridsecreto.co/candlelight-marbella/","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","5","0","","0,143"
"https://madridsecreto.co/candlelight-metro-bus/","text/html; charset=UTF-8","200","OK","52","110","52","0","33","73","704","101","6,970","65,890","Normal","13","4","","0,612"
"https://madridsecreto.co/candlelight-michael-jackson/","text/html; charset=UTF-8","200","OK","77","147","60","0","0","0","375","55","6,818","69,292","Normal","14","4","","0,438"
"https://madridsecreto.co/candlelight-mozart/","text/html; charset=UTF-8","200","OK","95","137","95","0","67","0","537","69","7,783","60,614","Normal","6","4","","0,489"
"https://madridsecreto.co/candlelight-musicales/","text/html; charset=UTF-8","200","OK","79","154","62","0","0","0","445","55","8,091","57,940","Bastante difícil","14","4","","0,477"
"https://madridsecreto.co/candlelight-navidad-madrid/","text/html; charset=UTF-8","200","OK","85","124","68","0","73","0","613","82","7,476","48,679","Difícil","4","4","","0,464"
"https://madridsecreto.co/candlelight-novedades/","text/html; charset=UTF-8","200","OK","73","119","97","0","55","46","822","119","6,908","60,265","Normal","3","4","","0,542"
"https://madridsecreto.co/candlelight-open-air-el-mesias-de-handel-bajo-la-luz-de-la-velas/","text/html; charset=UTF-8","200","OK","82","148","65","0","64","0","347","55","6,309","61,951","Normal","40","4","","0,561"
"https://madridsecreto.co/candlelight-paco-lucia/","text/html; charset=UTF-8","200","OK","82","153","65","0","0","0","497","67","7,418","47,809","Difícil","5","4","","0,506"
"https://madridsecreto.co/candlelight-premium/","text/html; charset=UTF-8","200","OK","104","152","87","0","0","0","410","57","7,193","54,476","Bastante difícil","11","6","","0,455"
"https://madridsecreto.co/candlelight-puerto-santa-maria/","text/html; charset=UTF-8","200","OK","66","124","81","0","0","0","650","91","7,143","56,286","Bastante difícil","4","4","","0,390"
"https://madridsecreto.co/candlelight-queen-cuatro-manos/","text/html; charset=UTF-8","200","OK","81","137","98","0","60","73","591","86","6,872","63,870","Normal","6","4","","0,425"
"https://madridsecreto.co/candlelight-queen-madrid/","text/html; charset=UTF-8","200","OK","72","154","55","0","73","0","551","78","7,064","67,621","Normal","4","4","","0,432"
"https://madridsecreto.co/candlelight-queen/","text/html; charset=UTF-8","200","OK","43","147","43","0","73","0","572","80","7,150","63,508","Normal","5","4","","0,535"
"https://madridsecreto.co/candlelight-quiz-de-musicales/","text/html; charset=UTF-8","200","OK","48","0","31","31","45","44","1975","250","7,900","30,859","Difícil","6","1","","0,334"
"https://madridsecreto.co/candlelight-rosalia/","text/html; charset=UTF-8","200","OK","143","91","90","0","0","0","541","78","6,936","61,401","Normal","4","4","","0,528"
"https://madridsecreto.co/candlelight-stevie-wonder/","text/html; charset=UTF-8","200","OK","81","140","64","0","0","0","393","52","7,558","60,747","Normal","7","4","","0,458"
"https://madridsecreto.co/candlelight-symphony-candles-coldplay/","text/html; charset=UTF-8","200","OK","62","139","80","0","60","73","708","99","7,152","59,174","Bastante difícil","5","4","","0,530"
